Countries,Indicators,,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Philippines,Current Health Expenditure (CHE) per Capita in US$,,33,28,27,32,34,47,55,65,77,79,91,98,112,122,109,116,120,122,126,142,165,194
Philippines,Current Health Expenditure (CHE),in million current US$,"2,556","2,247","2,224","2,678","2,895","4,020","4,822","5,854","7,016","7,329","8,608","9,428","10,941","12,134","11,016","11,946","12,601","13,009","13,714","15,700","18,482","22,069"
Philippines,Gross Domestic Product (GDP) per Capita in US$,,"1,073",991,"1,037","1,049","1,123","1,245","1,452","1,742","1,990","1,893","2,202","2,431","2,672","2,848","2,936","2,974","3,038","3,077","3,195","3,414","3,222","3,456"
Philippines,Population (in thousands),,"77,958","79,626","81,286","82,943","84,608","86,261","87,902","89,561","91,252","92,947","94,637","96,338","98,032","99,700","101,325","103,031","104,875","106,739","108,569","110,381","112,191","113,880"
Republic of Korea,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,4,4,4,4,4,5,5,5,5,6,6,6,6,6,6,7,7,7,8,8,8,
Republic of Korea,Current Health Expenditure (CHE) per Capita in US$,,480,515,552,654,729,901,"1,083","1,244","1,170","1,123","1,386","1,531","1,579","1,709","1,901","1,913","2,021","2,239","2,519","2,595","2,642","3,031"
Republic of Korea,Current Health Expenditure (CHE),in million current US$,"22,469","24,252","26,114","31,086","34,784","43,163","52,041","59,970","56,644","54,568","67,675","75,303","78,378","85,636","96,111","97,531","103,693","115,351","130,160","134,443","136,995","157,107"
Republic of Korea,Gross Domestic Product (GDP) per Capita in US$,,"12,321","11,638","13,250","14,781","16,605","19,518","21,907","24,315","21,678","19,423","23,430","25,489","25,749","27,359","29,362","28,749","29,228","31,509","33,388","31,878","31,592",
Republic of Korea,Population (in thousands),,"46,789","47,065","47,321","47,540","47,727","47,890","48,049","48,221","48,399","48,588","48,813","49,170","49,634","50,098","50,558","50,994","51,310","51,512","51,677","51,804","51,845","51,830"
Samoa,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,4,4,5,4,5,5,5,5,5,5,5,5,5,6,7,6,5,5,5,6,5,
Samoa,Current Health Expenditure (CHE) per Capita in US$,,60,56,72,81,104,120,132,147,156,171,184,210,195,245,247,212,202,217,198,239,202,
Samoa,Current Health Expenditure (CHE),in million current US$,11,10,13,15,19,23,25,28,30,33,36,41,39,49,50,43,42,45,42,51,44,
Samoa,Gross Domestic Product (GDP) per Capita in US$,,"1,359","1,415","1,552","1,895","2,228","2,527","2,639","3,012","3,344","3,251","3,479","3,868","3,853","3,807","3,737","3,666","3,962","3,978","3,885","3,975","3,801",
Samoa,Population (in thousands),,184,186,187,187,188,189,189,190,192,193,195,196,198,200,202,204,206,208,210,212,215,
Singapore,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,3,3,3,4,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,6,
Singapore,Current Health Expenditure (CHE) per Capita in US$,,792,689,744,833,849,892,972,"1,101","1,278","1,317","1,487","1,670","1,825","2,069","2,188","2,279","2,451","2,599","2,642","2,826","3,537",
Singapore,Current Health Expenditure (CHE),in million current US$,"3,212","2,840","3,108","3,522","3,624","3,877","4,362","5,134","6,186","6,598","7,680","8,822","9,820","11,336","12,190","12,876","13,999","14,984","15,359","16,579","20,903",
Singapore,Gross Domestic Product (GDP) per Capita in US$,,"23,701","21,788","22,155","23,104","26,937","29,417","33,127","38,802","40,017","38,747","46,442","52,895","54,840","56,147","56,523","54,513","55,817","59,535","64,835","64,006","58,425",
Singapore,Population (in thousands),,"4,054","4,121","4,177","4,226","4,270","4,345","4,487","4,663","4,838","5,011","5,164","5,281","5,381","5,478","5,571","5,650","5,712","5,764","5,815","5,866","5,910",
Solomon Islands,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,5,7,10,7,8,9,8,7,6,7,5,5,5,5,5,4,4,4,4,4,4,
Solomon Islands,Current Health Expenditure (CHE) per Capita in US$,,47,61,78,54,65,89,87,88,75,92,73,95,102,101,109,95,97,95,92,104,99,
Solomon Islands,Current Health Expenditure (CHE),in million current US$,20,27,35,25,31,43,43,45,38,49,39,53,58,59,65,58,61,61,61,70,69,
Solomon Islands,Gross Domestic Product (GDP) per Capita in US$,,977,930,769,764,843,988,"1,092","1,229","1,355","1,394","1,567","1,896","2,098","2,206","2,236","2,133","2,195","2,305","2,388","2,326","2,237",
Solomon Islands,Population (in thousands),,430,440,451,461,472,482,493,505,516,528,540,554,568,582,597,613,628,644,659,675,691,
Tonga,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,3,3,4,3,5,4,5,5,6,4,5,4,5,4,5,4,5,5,5,5,5,
Tonga,Current Health Expenditure (CHE) per Capita in US$,,53,55,63,68,103,108,149,135,191,117,167,156,207,164,203,170,192,213,219,230,248,
Tonga,Current Health Expenditure (CHE),in million current US$,5,6,7,7,11,11,16,14,20,13,18,17,22,18,22,18,20,22,23,24,26,
Tonga,Gross Domestic Product (GDP) per Capita in US$,,"1,840","1,615","1,747","1,982","2,279","2,470","2,729","2,845","3,153","2,991","3,459","4,079","4,317","4,112","4,047","3,799","3,984","4,378","4,563","4,844","4,665",
Tonga,Population (in thousands),,103,103,104,104,105,106,106,107,107,107,107,108,108,107,107,106,106,105,105,105,105,
Tuvalu,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,22,18,12,14,10,11,12,11,10,12,16,14,14,14,15,14,14,16,18,21,22,
Tuvalu,Current Health Expenditure (CHE) per Capita in US$,,350,268,218,290,230,244,295,295,314,331,476,517,493,507,523,458,520,660,801,"1,034","1,071",
Tuvalu,Current Health Expenditure (CHE),in million current US$,3,3,2,3,2,2,3,3,3,3,5,6,5,6,6,5,6,7,9,11,12,
Tuvalu,Gross Domestic Product (GDP) per Capita in US$,,"1,564","1,451","1,753","2,012","2,328","2,311","2,402","2,803","3,103","2,698","3,043","3,663","3,625","3,537","3,556","3,384","3,836","4,176","4,401","4,949","4,974",
Tuvalu,Population (in thousands),,10,10,10,10,10,10,10,10,10,10,11,11,11,11,11,11,11,11,11,11,11,
Vanuatu,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,3,3,4,4,4,3,3,3,3,3,4,4,4,4,4,4,3,3,3,3,4,
Vanuatu,Current Health Expenditure (CHE) per Capita in US$,,47,44,51,53,61,60,65,70,79,80,96,110,114,126,104,114,81,84,102,102,114,
Vanuatu,Current Health Expenditure (CHE),in million current US$,9,9,10,11,13,13,15,16,19,19,24,28,29,33,28,32,23,24,30,31,36,
Vanuatu,Gross Domestic Product (GDP) per Capita in US$,,"1,416","1,309","1,299","1,517","1,718","1,815","1,971","2,261","2,525","2,472","2,733","3,065","2,906","2,877","2,861","2,644","2,757","3,032","3,077","3,077","2,877",
Vanuatu,Population (in thousands),,192,197,202,207,212,218,223,228,234,240,245,251,257,264,270,276,283,290,297,304,312,
Viet Nam,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,4,5,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,
Viet Nam,Current Health Expenditure (CHE) per Capita in US$,,19,23,20,23,29,35,43,50,60,65,79,90,110,120,118,118,125,141,164,174,166,
Viet Nam,Current Health Expenditure (CHE),in million current US$,"1,512","1,872","1,603","1,841","2,388","2,937","3,579","4,229","5,103","5,612","6,917","7,962","9,783","10,847","10,769","10,923","11,617","13,260","15,588","16,632","16,066",
Viet Nam,Gross Domestic Product (GDP) per Capita in US$,,501,520,552,616,763,880,"1,004","1,160","1,470","1,556","1,684","1,954","2,190","2,367","2,559","2,595","2,761","2,992","3,252","3,450","3,551",
Viet Nam,Population (in thousands),,"79,001","79,818","80,642","81,476","82,311","83,142","83,952","84,762","85,597","86,483","87,411","88,349","89,301","90,268","91,236","92,191","93,127","94,033","94,914","95,777","96,649",
